time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-01-31T18:57:48.500Z,5.3032,-82.5748,10.12,5.1,mb,,77,4.701,0.94,us,usc000tkmh,2015-02-04T17:08:55.949Z,"South of Panama",earthquake
2015-01-31T18:55:44.840Z,7.7385,-82.9646,20.84,5.3,mwb,,84,2.518,1.18,us,usc000tkmf,2015-02-04T17:03:00.078Z,"34km SSW of Punta de Burica, Panama",earthquake
2015-01-31T18:46:30.010Z,38.8213348,-122.795166,3.26,0.92,md,20,54,0.01183,0.02,nc,nc72389641,2015-01-31T19:20:04.778Z,"5km NW of The Geysers, California",earthquake
2015-01-31T18:32:53.000Z,59.812,-152.3244,81.2,1.4,ml,,,,0.24,ak,ak11502454,2015-02-04T19:00:24.847Z,"27km W of Anchor Point, Alaska",earthquake
2015-01-31T18:25:28.000Z,56.716,-168.9092,20,3.1,ml,,,,0.58,ak,ak11502453,2015-02-04T19:11:37.643Z,"95km ESE of City of Saint Paul, Alaska",earthquake
2015-01-31T18:20:21.880Z,32.977,-116.4238333,8.02,1.23,ml,25,94,0.08478,0.27,ci,ci37311248,2015-02-02T17:59:52.320Z,"20km NNE of Pine Valley, California",earthquake
2015-01-31T18:19:23.000Z,56.3756,-169.8477,17.5,3.1,ml,,,,1.32,ak,ak11502452,2015-02-04T19:11:55.409Z,"91km SSE of City of Saint Paul, Alaska",earthquake
2015-01-31T18:18:27.970Z,36.5083333,-89.5608333,6.79,1.41,md,11,159,0.03416,0.15,nm,nm60089276,2015-02-02T17:05:39.510Z,"9km SSW of New Madrid, Missouri",earthquake
2015-01-31T18:14:16.000Z,60.4277,-152.5009,105.8,1.7,ml,,,,0.49,ak,ak11502451,2015-02-04T19:00:22.533Z,"14km ESE of Redoubt Volcano, Alaska",earthquake
2015-01-31T18:14:06.480Z,35.7271667,-118.0108333,2.09,0.72,ml,11,98,0.1429,0.12,ci,ci37311240,2015-02-02T22:54:47.091Z,"20km WNW of Inyokern, California",earthquake
2015-01-31T18:11:52.000Z,54.628,-160.708,25.4,2.3,ml,,,,0.76,ak,ak11502450,2015-02-04T19:00:21.926Z,"76km WSW of Chernabura Island, Alaska",earthquake
2015-01-31T18:09:55.179Z,41.8951,-119.624,8.0867,1.61,ml,5,217.77,0.139,0.1566,nn,nn00480252,2015-02-03T02:46:20.270Z,"72km ESE of Lakeview, Oregon",earthquake
2015-01-31T18:03:12.000Z,56.4787,-169.092,4.4,3.6,ml,,,,0.87,ak,ak11502449,2015-02-04T19:06:40.610Z,"103km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T18:01:49.877Z,37.5834,-114.0678,0.1841,1.36,ml,3,177.13,0.207,0.1859,nn,nn00480718,2015-02-03T05:17:36.815Z,"30km W of Enterprise, Utah",earthquake
2015-01-31T17:57:29.000Z,56.58,-169.3126,34.6,3.3,ml,,,,0.65,ak,ak11502448,2015-02-04T19:10:10.702Z,"86km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T17:55:28.000Z,60.3256,-152.4139,88.1,2,ml,,,,0.55,ak,ak11502447,2015-02-04T19:00:20.449Z,"25km SE of Redoubt Volcano, Alaska",earthquake
2015-01-31T17:49:42.000Z,56.2611,-157.5079,55.9,3.6,ml,,,,0.7,ak,ak11498708,2015-02-04T19:06:22.881Z,"69km E of Chignik Lake, Alaska",earthquake
2015-01-31T17:49:29.960Z,56.556,-169.2302,14.22,4.6,mb,,39,0.836,1.2,us,usc000tkm8,2015-02-04T18:59:17.443Z,"91km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T17:48:08.820Z,38.8005,-122.7716667,0.91,0.52,md,13,76,0.009336,0.04,nc,nc72389631,2015-02-03T00:35:05.150Z,"2km NNW of The Geysers, California",earthquake
2015-01-31T17:48:00.810Z,32.9736667,-116.43,11.55,1.38,ml,39,40,0.0817,0.24,ci,ci37311232,2015-02-02T18:00:00.610Z,"19km NNE of Pine Valley, California",earthquake
2015-01-31T17:46:48.000Z,56.5786,-169.3405,32.5,3.6,ml,,,,0.47,ak,ak11502444,2015-02-04T19:06:58.219Z,"85km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T17:44:38.440Z,33.6016667,-116.8158333,9.87,0.53,ml,20,114,0.03886,0.1,ci,ci37311216,2015-02-02T19:46:12.882Z,"14km WNW of Anza, California",earthquake
2015-01-31T17:39:11.550Z,56.6425,-169.0935,5.45,5.4,mwb,,25,0.829,0.8,us,usc000tkm3,2015-02-04T16:31:11.827Z,"91km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T17:36:49.889Z,41.8855,-119.6215,7.8636,0.38,ml,4,219.4,0.145,0.1935,nn,nn00480253,2015-01-31T18:41:48.092Z,"68km ESE of Lakeview, Oregon",earthquake
2015-01-31T17:35:03.000Z,61.7939,-148.5225,8.8,1.2,ml,,,,0.63,ak,ak11498679,2015-02-04T19:01:29.026Z,"17km E of Sutton-Alpine, Alaska",earthquake
2015-01-31T17:30:09.650Z,-6.8535,127.5311,345.37,5.2,mb,,23,3.901,0.81,us,usc000tkm1,2015-02-04T16:11:16.075Z,"286km NE of Dili, East Timor",earthquake
2015-01-31T17:29:28.000Z,56.547,-168.9072,1,3.7,ml,,,,0.99,ak,ak11502441,2015-02-04T19:03:10.760Z,"106km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T17:28:52.000Z,60.4111,-147.7742,19.1,1.7,ml,,,,0.54,ak,ak11498677,2015-02-04T19:01:10.503Z,"64km SE of Whittier, Alaska",earthquake
2015-01-31T17:21:31.550Z,56.7423,-169.0068,9.13,4.6,mb,,37,0.807,1.05,us,usc000tkly,2015-02-04T18:59:16.560Z,"88km ESE of City of Saint Paul, Alaska",earthquake
2015-01-31T17:18:16.525Z,41.8685,-119.6339,7.6427,1.44,ml,5,221.87,0.147,0.1729,nn,nn00480254,2015-02-03T21:00:50.250Z,"73km SE of Lakeview, Oregon",earthquake
2015-01-31T17:16:17.700Z,56.6864,-169.0429,20.12,4.8,mb,,38,0.823,0.87,us,usc000tkls,2015-02-04T19:01:12.660Z,"90km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T16:56:17.000Z,61.9697,-149.3044,44.6,1.1,ml,,,,0.25,ak,ak11498662,2015-02-04T18:59:53.456Z,"25km N of Fishhook, Alaska",earthquake
2015-01-31T16:55:51.000Z,56.5504,-169.2166,18.4,3.4,ml,,,,0.7,ak,ak11502436,2015-02-04T19:08:26.422Z,"92km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T16:55:06.000Z,62.4022,-151.7801,91.2,1.4,ml,,,,0.32,ak,ak11498661,2015-02-04T18:59:19.717Z,"86km W of Talkeetna, Alaska",earthquake
2015-01-31T16:43:12.000Z,56.5074,-169.166,16.8,3.3,ml,,,,0.32,ak,ak11502434,2015-02-04T19:09:18.664Z,"98km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T16:42:03.070Z,33.623,-116.6796667,15.1,0.38,ml,17,100,0.04944,0.07,ci,ci37311208,2015-02-02T22:16:23.778Z,"8km N of Anza, California",earthquake
2015-01-31T16:36:36.170Z,35.7418333,-118.0298333,11.6,1.45,ml,25,39,0.1414,0.21,ci,ci37311200,2015-02-02T18:00:13.090Z,"22km WNW of Inyokern, California",earthquake
2015-01-31T16:32:30.840Z,38.7936668,-122.7494965,1.51,0.82,md,8,83,0.02586,0.01,nc,nc72389626,2015-01-31T18:05:02.607Z,"1km NNE of The Geysers, California",earthquake
2015-01-31T16:31:00.000Z,56.4887,-169.2503,20,3.1,ml,,,,0.96,ak,ak11502433,2015-02-04T19:12:12.718Z,"96km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T16:28:20.500Z,19.1702,-155.6623,9.4,1.7,Md,,86.4,0.08983153,0.18,hv,hv60844071,2015-02-01T19:11:50.488Z,"15km NE of Hawaiian Ocean View, Hawaii",earthquake
2015-01-31T16:25:19.000Z,63.2901,-151.7408,3.5,0.8,ml,,,,0.45,ak,ak11498607,2015-02-04T18:59:52.626Z,"136km NW of Talkeetna, Alaska",earthquake
2015-01-31T16:23:15.620Z,35.74,-118.0236667,1.97,1.49,ml,25,61,0.1397,0.21,ci,ci37311192,2015-02-02T18:00:26.280Z,"22km WNW of Inyokern, California",earthquake
2015-01-31T16:22:52.757Z,41.8629,-119.604,10.4901,0.74,ml,3,223.44,0.169,0.0907,nn,nn00480714,2015-02-03T05:12:02.759Z,"71km ESE of Lakeview, Oregon",earthquake
2015-01-31T16:22:04.720Z,34.458,-117.9153333,9.21,0.99,ml,18,61,0.03433,0.13,ci,ci37311184,2015-02-02T22:14:50.700Z,"5km S of Pearblossum, California",earthquake
2015-01-31T16:15:26.000Z,63.7485,-153.8176,11.6,3,ml,,,,0.91,ak,ak11498600,2015-02-04T19:13:21.906Z,"125km NE of McGrath, Alaska",earthquake
2015-01-31T16:14:03.670Z,32.9045,-115.5238333,12.65,1.59,ml,17,95,0.03117,0.31,ci,ci37311176,2015-02-02T17:59:49.306Z,"8km NE of Imperial, California",earthquake
2015-01-31T16:04:51.915Z,41.875,-119.6605,6.1618,0.8,ml,3,220.22,0.128,0.0782,nn,nn00480713,2015-02-03T05:08:32.993Z,"66km ESE of Lakeview, Oregon",earthquake
2015-01-31T16:02:28.000Z,60.2908,-151.068,61.6,1.4,ml,,,,0.16,ak,ak11502430,2015-02-04T19:00:16.097Z,"15km ESE of Cohoe, Alaska",earthquake
2015-01-31T16:01:06.000Z,56.6873,-168.9898,30.8,3.1,ml,,,,0.7,ak,ak11502429,2015-02-04T19:11:19.599Z,"93km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T15:54:38.337Z,41.8853,-119.6334,7.0624,1.21,ml,4,219.13,0.138,0.0872,nn,nn00480248,2015-01-31T17:46:15.281Z,"67km ESE of Lakeview, Oregon",earthquake
2015-01-31T15:54:38.000Z,63.2729,-151.0236,14.1,0.7,ml,,,,0.48,ak,ak11502428,2015-02-04T19:00:47.606Z,"104km W of Cantwell, Alaska",earthquake
2015-01-31T15:47:52.800Z,44.7241,-114.1935,14.4,2.3,mc,19,89.9999928000006,0.1563069,0.14,mb,mb15542084,2015-02-02T20:42:57.961Z,"24km N of Challis, Idaho",earthquake
2015-01-31T15:46:38.300Z,39.2251667,-122.7013333,11.18,2.05,md,45,59,0.3085,0.15,nc,nc72389621,2015-02-03T04:01:04.026Z,"17km NNE of Lucerne, California",earthquake
2015-01-31T15:44:35.144Z,41.8925,-119.6272,8.6899,3.37,ml,5,218.11,0.138,0.1537,nn,nn00480245,2015-02-03T21:05:47.660Z,"68km ESE of Lakeview, Oregon",earthquake
2015-01-31T15:44:18.000Z,63.063,-149.7381,80.4,1.1,ml,,,,0.44,ak,ak11502427,2015-02-04T19:00:46.883Z,"53km SW of Cantwell, Alaska",earthquake
2015-01-31T15:44:02.140Z,38.8355,-122.7758333,3.53,0.25,md,16,87,0.006826,0.04,nc,nc72389611,2015-02-03T03:54:55.300Z,"4km WNW of Cobb, California",earthquake
2015-01-31T15:43:51.401Z,41.8987,-119.621,8.1666,3.3,ml,5,121.85,0.14,0.1424,nn,nn00480237,2015-02-03T21:08:56.160Z,"70km ESE of Lakeview, Oregon",earthquake
2015-01-31T15:40:07.210Z,33.63,-116.6788333,15.87,0.37,ml,19,103,0.05636,0.16,ci,ci37311168,2015-02-02T17:59:52.110Z,"8km N of Anza, California",earthquake
2015-01-31T15:37:50.000Z,63.4422,-147.5164,6.8,0.9,ml,,,,0.45,ak,ak11502426,2015-02-04T19:00:46.218Z,"71km E of Cantwell, Alaska",earthquake
2015-01-31T15:36:57.000Z,62.1662,-151.2111,82.2,1.6,ml,,,,0.33,ak,ak11498556,2015-02-04T19:01:30.454Z,"59km WSW of Talkeetna, Alaska",earthquake
2015-01-31T15:25:05.880Z,37.1283333,-121.5258333,8.18,1.21,md,35,98,0.01503,0.05,nc,nc72389606,2015-02-04T04:05:02.491Z,"8km ENE of San Martin, California",earthquake
2015-01-31T15:24:30.000Z,62.9012,-148.954,15.2,0.4,ml,,,,0.38,ak,ak11502424,2015-02-04T19:00:45.568Z,"54km S of Cantwell, Alaska",earthquake
2015-01-31T15:23:29.690Z,36.6277,-116.932,8,0.47,ml,6,238.58,0.204,,nn,nn00480235,2015-02-01T19:35:23.261Z,"34km SSW of Beatty, Nevada",earthquake
2015-01-31T15:19:18.000Z,61.4932,-150.2381,45.4,1.5,ml,,,,0.5,ak,ak11498553,2015-02-04T19:01:12.014Z,"15km WSW of Big Lake, Alaska",earthquake
2015-01-31T15:10:53.154Z,41.894,-119.6533,2.6385,1.27,ml,4,217.19,0.121,0.0793,nn,nn00480711,2015-02-03T05:04:25.887Z,"66km ESE of Lakeview, Oregon",earthquake
2015-01-31T15:08:51.000Z,61.8318,-148.539,10.3,0.8,ml,,,,0.78,ak,ak11498548,2015-02-04T18:59:47.297Z,"16km ENE of Sutton-Alpine, Alaska",earthquake
2015-01-31T15:08:36.000Z,60.3506,-140.2371,6.9,1,ml,,,,0.66,ak,ak11502421,2015-02-04T19:00:40.671Z,"93km NNW of Yakutat, Alaska",earthquake
2015-01-31T15:07:41.311Z,37.3394,-117.0896,1.7233,0.33,ml,5,222.12,0.455,0.0926,nn,nn00480704,2015-02-03T05:01:11.828Z,"42km SSE of Goldfield, Nevada",earthquake
2015-01-31T15:01:22.580Z,38.7901667,-122.4391667,8.71,1.71,md,32,123,0.01695,0.13,nc,nc72389601,2015-02-04T02:46:03.931Z,"10km E of Hidden Valley Lake, California",earthquake
2015-01-31T14:58:56.000Z,61.429,-151.718,102.1,1.7,ml,,,,0.43,ak,ak11498540,2015-02-04T19:01:14.085Z,"85km NNW of Nikiski, Alaska",earthquake
2015-01-31T14:57:23.000Z,62.7229,-150.51,80.5,1.3,ml,,,,0.35,ak,ak11498539,2015-02-04T18:59:46.579Z,"49km NNW of Talkeetna, Alaska",earthquake
2015-01-31T14:56:02.000Z,62.2533,-145.6791,23.4,1.6,ml,,,,0.8,ak,ak11498535,2015-02-04T19:01:13.413Z,"17km NNW of Glennallen, Alaska",earthquake
2015-01-31T14:53:19.910Z,40.2381667,-121.2331667,7.61,1.62,md,9,256,0.2148,0.15,nc,nc72389596,2015-02-03T20:59:05.985Z,"7km S of Chester, California",earthquake
2015-01-31T14:52:53.000Z,63.5616,-147.3685,9.1,1,ml,,,,0.54,ak,ak11502417,2015-02-04T19:00:40.034Z,"81km ENE of Cantwell, Alaska",earthquake
2015-01-31T14:48:32.390Z,33.6306667,-116.6785,15.2,0.55,ml,22,104,0.05701,0.17,ci,ci37311160,2015-02-02T17:59:55.219Z,"8km N of Anza, California",earthquake
2015-01-31T14:45:53.000Z,56.6253,-169.2148,33.5,3.7,ml,,,,0.8,ak,ak11502416,2015-02-04T19:03:49.860Z,"86km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T14:38:30.070Z,15.9056,146.102,98.22,4.3,mb,,147,0.573,0.55,us,usc000tkld,2015-01-31T22:41:06.827Z,"68km SE of Anatahan, Northern Mariana Islands",earthquake
2015-01-31T14:36:59.830Z,36.2335,-89.4425,8.03,2.09,md,20,72,0.01817,0.04,nm,nm60003713,2015-01-31T22:39:30.860Z,"5km SE of Ridgely, Tennessee",earthquake
2015-01-31T14:29:41.200Z,41.8618,-119.6164,5.0538,1.23,ml,3,321.9,0.162,0.0201,nn,nn00480609,2015-02-02T23:01:56.269Z,"70km ESE of Lakeview, Oregon",earthquake
2015-01-31T14:28:37.610Z,37.3856667,-118.8,12.69,0.96,md,25,170,0.1194,0.04,nc,nc72389591,2015-02-05T02:39:05.852Z,"30km W of West Bishop, California",earthquake
2015-01-31T14:24:23.266Z,41.8677,-119.6308,7.9626,2.26,ml,5,124.31,0.15,0.1685,nn,nn00480231,2015-02-03T02:48:57.580Z,"70km SE of Lakeview, Oregon",earthquake
2015-01-31T14:22:41.000Z,63.2178,-151.9837,6.5,1.1,ml,,,,1.96,ak,ak11498494,2015-02-04T18:59:42.908Z,"138km NW of Talkeetna, Alaska",earthquake
2015-01-31T14:20:11.850Z,52.6443,-174.5169,164.82,4.6,mb,,85,0.484,1.15,us,usc000tkla,2015-02-04T18:59:18.940Z,"54km NNW of Atka, Alaska",earthquake
2015-01-31T14:17:57.000Z,61.6441,-151.6956,80.2,1.4,ml,,,,0.46,ak,ak11498485,2015-02-04T19:01:15.334Z,"88km W of Willow, Alaska",earthquake
2015-01-31T14:08:05.830Z,37.3861667,-118.7986667,12.51,0.86,md,23,170,0.1184,0.03,nc,nc72389586,2015-02-05T02:37:07.074Z,"30km W of West Bishop, California",earthquake
2015-01-31T14:05:35.750Z,32.9725,-116.4195,9.7,1.2,ml,28,65,0.08031,0.28,ci,ci37311144,2015-02-02T18:00:16.749Z,"20km NNE of Pine Valley, California",earthquake
2015-01-31T14:02:16.342Z,35.9668,-117.0175,6.7146,0.29,ml,6,251.88,0.12,0.0911,nn,nn00480608,2015-02-02T23:01:49.718Z,"41km ENE of Searles Valley, California",earthquake
2015-01-31T14:02:12.000Z,63.2937,-151.7329,8,0.8,ml,,,,0.6,ak,ak11502412,2015-02-04T19:00:38.312Z,"136km NW of Talkeetna, Alaska",earthquake
2015-01-31T14:00:38.000Z,56.5122,-169.5817,35.9,3.6,ml,,,,1,ak,ak11502411,2015-02-04T19:05:00.848Z,"83km SSE of City of Saint Paul, Alaska",earthquake
2015-01-31T13:59:43.380Z,28.2941,84.031,19.23,4.8,mb,,163,7.493,0.83,us,usc000tkl8,2015-01-31T17:17:07.085Z,"6km ENE of Pokhara, Nepal",earthquake
2015-01-31T13:58:07.000Z,56.7339,-168.9007,32.2,3.7,ml,,,,0.88,ak,ak11502410,2015-02-04T19:04:07.569Z,"94km ESE of City of Saint Paul, Alaska",earthquake
2015-01-31T13:55:32.250Z,47.6536667,-120.0835,4.56,1.59,md,9,163,0.09765,0.09,uw,uw60952077,2015-02-03T20:33:27.460Z,"1km NW of Waterville, Washington",earthquake
2015-01-31T13:53:51.000Z,56.4098,-169.1915,8.2,3.2,ml,,,,0.85,ak,ak11502409,2015-02-04T19:10:28.263Z,"106km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T13:50:36.110Z,34.4536667,-117.9115,9.32,1.03,ml,21,51,0.03659,0.25,ci,ci37311136,2015-02-02T18:01:41.520Z,"6km S of Pearblossum, California",earthquake
2015-01-31T13:49:24.378Z,41.8601,-119.6431,8.0154,1.26,ml,4,223.05,0.147,0.0771,nn,nn00480606,2015-02-02T23:01:42.745Z,"68km ESE of Lakeview, Oregon",earthquake
2015-01-31T13:49:08.000Z,56.4874,-169.1109,4,3.6,ml,,,,1.06,ak,ak11502408,2015-02-04T19:04:43.227Z,"102km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T13:45:05.100Z,18.9968,-155.3318,37.7,2.2,Md,,234,0.19762936,0.1,hv,hv60844026,2015-02-01T18:50:35.698Z,"27km SE of Pahala, Hawaii",earthquake
2015-01-31T13:44:36.000Z,56.6313,-168.9602,15.7,3.9,ml,,,,0.8,ak,ak11502407,2015-02-04T19:02:35.423Z,"98km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T13:42:48.528Z,41.8902,-119.6375,9.4162,3.17,ml,5,121.48,0.133,0.1665,nn,nn00480230,2015-02-05T20:32:28.240Z,"69km ESE of Lakeview, Oregon",earthquake
2015-01-31T13:41:50.000Z,52.0556,-176.6576,60,2.6,ml,,,,0.86,ak,ak11502406,2015-02-04T19:15:24.535Z,"19km N of Adak, Alaska",earthquake
2015-01-31T13:41:50.000Z,63.1406,-149.2404,83.2,0.9,ml,,,,0.35,ak,ak11498447,2015-02-04T19:01:14.715Z,"31km SSW of Cantwell, Alaska",earthquake
2015-01-31T13:41:37.000Z,56.5919,-168.9337,12.5,3.9,ml,,,,0.38,ak,ak11502404,2015-02-04T19:02:16.725Z,"102km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T13:40:07.000Z,56.4399,-154.6951,45.4,2.5,ml,,,,0.39,ak,ak11502403,2015-02-04T19:15:42.151Z,"89km NE of Chirikof Island, Alaska",earthquake
2015-01-31T13:39:55.000Z,60.2531,-151.0204,60.7,1.4,ml,,,,0.37,ak,ak11498448,2015-02-04T18:59:41.971Z,"20km SE of Cohoe, Alaska",earthquake
2015-01-31T13:38:49.000Z,56.7011,-169.0307,40,3.7,ml,,,,0.75,ak,ak11502401,2015-02-04T19:04:25.390Z,"90km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T13:32:04.000Z,56.6101,-169.0314,25.7,3.6,ml,,,,0.9,ak,ak11502400,2015-02-04T19:05:36.206Z,"96km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T13:29:32.900Z,18.339,-67.5863,37,2.8,Md,5,306,0.46892058,0.1,pr,pr15031011,2015-01-31T21:32:14.615Z,"35km W of Rincon, Puerto Rico",earthquake
2015-01-31T13:29:02.780Z,33.6281667,-116.6778333,15.13,0.65,ml,25,57,0.05449,0.17,ci,ci37311128,2015-02-02T18:00:49.492Z,"8km N of Anza, California",earthquake
2015-01-31T13:22:50.000Z,61.0607,-149.7833,35.8,1.1,ml,,,,0.44,ak,ak11498442,2015-02-04T18:59:40.989Z,"18km SSE of Anchorage, Alaska",earthquake
2015-01-31T13:20:37.000Z,33.63,-116.6781667,15.64,0.46,ml,21,103,0.05633,0.15,ci,ci37311120,2015-02-02T18:00:39.301Z,"8km N of Anza, California",earthquake
2015-01-31T13:18:33.317Z,41.8578,-119.6348,8.1443,1.32,ml,4,223.6,0.154,0.103,nn,nn00480603,2015-02-02T23:01:28.382Z,"69km ESE of Lakeview, Oregon",earthquake
2015-01-31T13:14:26.806Z,41.8924,-119.6169,7.9129,2.33,ml,5,129.95,0.145,0.1228,nn,nn00480228,2015-02-05T20:01:09.530Z,"70km ESE of Lakeview, Oregon",earthquake
2015-01-31T13:02:32.000Z,56.5061,-169.3343,20,3.1,ml,,,,0.98,ak,ak11502398,2015-02-04T19:12:46.835Z,"92km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T12:57:58.000Z,56.8193,-168.783,20.8,3.7,ml,,,,1.42,ak,ak11502397,2015-02-04T19:03:31.949Z,"96km ESE of City of Saint Paul, Alaska",earthquake
2015-01-31T12:56:06.000Z,59.755,-151.4108,50.1,2.4,ml,,,,0.73,ak,ak11498432,2015-02-04T19:15:59.272Z,"6km WNW of Fritz Creek, Alaska",earthquake
2015-01-31T12:55:18.000Z,56.7515,-168.7186,20,3.2,ml,,,,0.99,ak,ak11502395,2015-02-04T19:10:45.093Z,"103km ESE of City of Saint Paul, Alaska",earthquake
2015-01-31T12:50:17.000Z,56.9375,-168.6143,38.7,3.1,ml,,,,1.07,ak,ak11502394,2015-02-04T19:12:29.848Z,"102km ESE of City of Saint Paul, Alaska",earthquake
2015-01-31T12:48:26.710Z,38.8045006,-122.8105011,3.88,0.45,md,8,171,0.01237,0.02,nc,nc72389566,2015-01-31T14:39:06.328Z,"5km WNW of The Geysers, California",earthquake
2015-01-31T12:45:02.000Z,56.5411,-169.2121,26.2,3.9,ml,,,,1.04,ak,ak11502393,2015-02-04T19:02:52.834Z,"93km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T12:38:47.720Z,40.187,-122.7621667,12.36,1.91,md,21,53,0.02262,0.2,nc,nc72389556,2015-02-05T06:23:04.610Z,"36km WNW of Rancho Tehama Reserve, California",earthquake
2015-01-31T12:38:31.800Z,56.6933,-168.9962,10,5.3,mb,,36,0.839,0.9,us,usc000tkky,2015-02-04T19:01:16.040Z,"92km SE of City of Saint Paul, Alaska",earthquake
2015-01-31T12:35:50.730Z,32.5121667,-115.6423333,8.58,1.69,ml,19,154,0.1541,0.34,ci,ci37311104,2015-02-02T18:00:43.657Z,"9km SW of Progreso, B.C., Mexico",earthquake
2015-01-31T12:34:06.000Z,63.2872,-151.7469,10,0.5,ml,,,,0.61,ak,ak11502391,2015-02-04T19:01:02.910Z,"136km NW of Talkeetna, Alaska",earthquake
2015-01-31T12:32:39.760Z,33.6296667,-116.677,15.76,0.25,ml,19,57,0.05595,0.13,ci,ci37311096,2015-02-02T18:00:27.037Z,"8km N of Anza, California",earthquake
2015-01-31T12:30:16.000Z,63.4403,-152.0145,13.6,0.6,ml,,,,0.38,ak,ak11502390,2015-02-04T19:01:02.318Z,"153km W of Cantwell, Alaska",earthquake
2015-01-31T12:29:31.620Z,15.3005,147.0907,10,5.7,mwb,,17,1.249,0.86,us,usc000tkkw,2015-02-01T01:56:24.000Z,"143km E of Saipan, Northern Mariana Islands",earthquake
2015-01-31T12:19:24.000Z,63.4738,-147.6772,2,0.5,ml,,,,0.3,ak,ak11502389,2015-02-04T19:01:00.749Z,"64km E of Cantwell, Alaska",earthquake
2015-01-31T11:45:13.330Z,37.5251667,-118.85,6.97,0.38,md,7,316,0.06684,0.02,nc,nc72389546,2015-02-05T01:53:05.655Z,"17km SE of Mammoth Lakes, California",earthquake
2015-01-31T11:40:54.060Z,38.8018341,-122.7711639,1.84,0.53,md,7,111,0.01569,0.01,nc,nc72389541,2015-01-31T13:41:04.619Z,"3km NNW of The Geysers, California",earthquake
2015-01-31T11:40:28.850Z,14.529,-89.143,10,4.5,mb,,84,0.194,1.07,us,usc000tkks,2015-01-31T12:23:25.058Z,"9km NNE of Sinuapa, Honduras",earthquake
2015-01-31T11:38:52.000Z,61.6567,-149.7327,50.6,2.6,ml,,,,0.54,ak,ak11498373,2015-02-04T19:15:06.604Z,"5km ENE of Houston, Alaska",earthquake
2015-01-31T11:32:27.000Z,59.5199,-151.0354,47.5,1.2,ml,,,,0.16,ak,ak11502387,2015-02-04T19:01:00.110Z,"28km SSE of Fritz Creek, Alaska",earthquake
2015-01-31T11:32:24.517Z,41.8444,-119.6686,6.3315,1.11,ml,3,225.19,0.146,0.0879,nn,nn00480572,2015-02-02T20:41:04.477Z,"67km SE of Lakeview, Oregon",earthquake
2015-01-31T11:30:25.000Z,64.4381,-147.326,5,0.2,ml,,,,0.13,ak,ak11498372,2015-02-04T18:59:39.628Z,"22km WSW of Salcha, Alaska",earthquake
2015-01-31T11:29:07.400Z,44.4546,-114.157,13.1,2.3,mc,27,53.9999956800003,0.1392389,0.2,mb,mb15015932,2015-02-02T20:42:58.829Z,"8km SE of Challis, Idaho",earthquake
2015-01-31T11:19:03.270Z,38.8226662,-122.8446655,2.71,0.82,md,12,72,0.00754,0.02,nc,nc72389536,2015-01-31T13:11:03.954Z,"9km WNW of The Geysers, California",earthquake
2015-01-31T11:17:39.930Z,38.7916679,-122.7724991,2.74,1.16,md,18,74,0.02157,0.03,nc,nc72389531,2015-01-31T12:42:04.421Z,"2km NW of The Geysers, California",earthquake
2015-01-31T11:16:26.000Z,64.5365,-159.8262,20,1.9,ml,,,,1.02,ak,ak11502385,2015-02-04T19:00:58.999Z,"87km NNE of Unalakleet, Alaska",earthquake
2015-01-31T11:16:02.679Z,41.8744,-119.6303,6.7781,1.89,ml,4,220.99,0.146,0.0181,nn,nn00480223,2015-01-31T16:43:30.587Z,"68km ESE of Lakeview, Oregon",earthquake
2015-01-31T11:15:15.000Z,62.2742,-149.7939,21.3,0.9,ml,,,,0.69,ak,ak11502384,2015-02-04T19:00:58.412Z,"12km NNE of Y, Alaska",earthquake
2015-01-31T11:09:48.000Z,61.8224,-148.5431,10,0.7,ml,,,,0.67,ak,ak11498348,2015-02-04T18:59:38.603Z,"16km E of Sutton-Alpine, Alaska",earthquake
2015-01-31T11:06:24.000Z,64.5204,-147.394,5,0,ml,,,,0.21,ak,ak11498347,2015-02-04T18:59:37.766Z,"22km SW of Eielson Air Force Base, Alaska",earthquake
2015-01-31T11:05:33.970Z,39.3982,-119.8162,4.4237,0.46,ml,10,100.09,0.041,0.1179,nn,nn00480222,2015-01-31T19:15:11.627Z,"14km S of Reno, Nevada",earthquake
